PrName,Out.SubInd,N.Obs,N.Studies,vote_mean,variable,value,direction
Intercropping,Net Present Value,6,2,1.3755,posT_negC,2,positive
Intercropping,Internal Rate of Return,5,1,1.8,posT_negC,0,positive
Intercropping,Payback Period,5,1,2,posT_negC,0,positive
Residue/Mulch,Profit,572,64,0.528328052033153,posT_negC,27,positive
Residue/Mulch,Gross Revenue,281,41,0.41363242739142,posT_negC,0,positive
Residue/Mulch,Cost,342,52,0.0616482558139535,posT_negC,6,positive
Residue/Mulch,Benefit Cost Ratio,382,39,0.219518942606729,posT_negC,6,positive
Residue/Mulch,Labour Cost,6,3,1.33333333333333,posT_negC,0,positive
Residue/Mulch,Present Value of Benefit,2,1,2,posT_negC,0,positive
Residue/Mulch,Present Value of Cost,2,1,0,posT_negC,0,positive
Residue/Mulch,Net Present Value,2,1,2,posT_negC,0,positive
Residue/Mulch,Return on Investment,2,1,2,posT_negC,0,positive
Residue/Mulch,Return to Labour,2,1,-0.5005,posT_negC,0,positive
Reduced Irrigation,Gross Revenue,166,23,0.337156862745098,posT_negC,0,positive
Reduced Irrigation,Profit,245,30,0.533094571783938,posT_negC,7,positive
Reduced Irrigation,Cost,209,26,-0.14429347826087,posT_negC,0,positive
Reduced Irrigation,Benefit Cost Ratio,213,20,0.500112612612613,posT_negC,0,positive
Reduced Irrigation,Labour Cost,1,1,-2,posT_negC,0,positive
Rotation,Gross Revenue,36,14,1.09271523178808,posT_negC,0,positive
Rotation,Profit,115,25,0.723209956709957,posT_negC,3,positive
Rotation,Returns to Labour,54,1,1.68518518518519,posT_negC,0,positive
Rotation,Benefit Cost Ratio,42,13,-0.553378378378378,posT_negC,0,positive
Rotation,Cost,69,18,1.55421686746988,posT_negC,0,positive
Rotation,Net Present Value,5,1,1.6004,posT_negC,2,positive
Rotation,Internal Rate of Return,5,1,2,posT_negC,0,positive
Rotation,Payback Period,5,1,2,posT_negC,0,positive
Controlled Grazing,Gross Revenue,2,1,0.5,posT_negC,0,positive
Controlled Grazing,Cost,2,1,1,posT_negC,0,positive
Controlled Grazing,Profit,2,1,0.5,posT_negC,0,positive
Controlled Grazing,Benefit Cost Ratio,2,1,-0.5,posT_negC,0,positive
Reduced Fert,Gross Revenue,402,37,0.0938771402280719,posT_negC,0,positive
Reduced Fert,Profit,586,45,-0.137967781853232,posT_negC,22,positive
Reduced Fert,Labour Cost,24,4,0.5,posT_negC,0,positive
Reduced Fert,Benefit Cost Ratio,500,42,0.0327058339714683,posT_negC,0,positive
Reduced Fert,Returns to Labour,18,1,-0.666666666666667,posT_negC,0,positive
Reduced Fert,Cost,430,43,-0.0501104188604189,posT_negC,0,positive
Reduced Fert,Net Present Value,6,1,-0.499666666666667,posT_negC,2,positive
Reduced Fert,Marginal Rate of Return,9,2,0.666809523809524,posT_negC,2,positive
Reduced Fert,Return to Labour,4,1,0.5,posT_negC,0,positive
Controlled Release Fert,Gross Revenue,12,2,-0.416666666666667,posT_negC,0,positive
Controlled Release Fert,Profit,12,2,-0.333333333333333,posT_negC,0,positive
Controlled Release Fert,Labour Cost,6,1,0,posT_negC,0,positive
Controlled Release Fert,Benefit Cost Ratio,14,2,-0.375,posT_negC,0,positive
Controlled Release Fert,Cost,8,2,-0.25,posT_negC,0,positive
IPM,Profit,25,6,0.0280119047619048,posT_negC,1,positive
IPM,Gross Revenue,16,5,0.347222222222222,posT_negC,0,positive
IPM,Cost,15,4,0.666666666666667,posT_negC,0,positive
IPM,Labour Cost,3,1,0.666666666666667,posT_negC,0,positive
IPM,Benefit Cost Ratio,17,3,-0.875,posT_negC,0,positive
Cover Crops,Returns to Labour,27,1,1.40740740740741,posT_negC,0,positive
Cover Crops,Gross Revenue,49,12,0.734386363636364,posT_negC,0,positive
Cover Crops,Profit,62,15,0.215720779220779,posT_negC,1,positive
Cover Crops,Cost,59,14,0.633997252747253,posT_negC,0,positive
Cover Crops,Labour Cost,6,2,-0.147058823529412,posT_negC,0,positive
Cover Crops,Benefit Cost Ratio,38,11,-0.730263157894737,posT_negC,0,positive
Cover Crops,Return on Investment,2,1,1,posT_negC,0,positive
Cover Crops,Internal Rate of Return,5,1,1.001,posT_negC,5,positive
Cover Crops,Net Present Value,5,1,1.001,posT_negC,5,positive
Organic Fert,Gross Revenue,176,22,0.84955044955045,posT_negC,0,positive
Organic Fert,Profit,243,27,0.64541718377995,posT_negC,3,positive
Organic Fert,Cost,176,24,0.53047052154195,posT_negC,0,positive
Organic Fert,Labour Cost,10,2,0.589285714285714,posT_negC,0,positive
Organic Fert,Benefit Cost Ratio,244,23,0.143471887239744,posT_negC,0,positive
Organic Fert,Net Present Value,1,1,2,posT_negC,0,positive
Organic Fert,Internal Rate of Return,1,1,2,posT_negC,0,positive
Organic Fert,Payback Period,1,1,2,posT_negC,0,positive
Organic Fert,Return to Labour,2,1,-1.0005,posT_negC,0,positive
Organic Fert,Marginal Rate of Return,11,1,0.546,posT_negC,6,positive
All Nbs,Cost,1596,157,0.459177517091078,posT_negC,6,positive
All Nbs,Profit,2183,180,0.483164360669152,posT_negC,85,positive
All Nbs,Gross Revenue,1433,137,0.534186270133766,posT_negC,0,positive
All Nbs,Labour Cost,59,11,0.053030303030303,posT_negC,0,positive
All Nbs,Benefit Cost Ratio,1846,137,-0.0633593594904312,posT_negC,6,positive
All Nbs,Returns to Labour,99,1,1.18181818181818,posT_negC,0,positive
All Nbs,Labour Cost per Asset,19,2,1.5,posT_negC,0,positive
All Nbs,Marginal Rate of Return,24,4,0.415730769230769,posT_negC,7,positive
All Nbs,Present Value of Benefit,4,2,2,posT_negC,0,positive
All Nbs,Present Value of Cost,4,2,0.2,posT_negC,0,positive
All Nbs,Net Present Value,76,7,0.906520394979697,posT_negC,11,positive
All Nbs,Return on Investment,4,2,1.57142857142857,posT_negC,0,positive
All Nbs,Internal Rate of Return,14,2,1.06442063492063,posT_negC,5,positive
All Nbs,Payback Period,9,1,2,posT_negC,0,positive
All Nbs,Fixed Cost,4,1,0,posT_negC,0,positive
All Nbs,Return to Labour,8,1,-0.12525,posT_negC,0,positive
Improved Livestock Diet,Cost,1,1,2,positive_strong,1,positive
Improved Livestock Diet,Profit,1,1,2,positive_strong,1,positive
Reduced Tillage,Cost,454,62,-0.404553597196454,positive_strong,3,positive
Reduced Tillage,Gross Revenue,394,49,0.117071802543007,positive_strong,39,positive
Reduced Tillage,Profit,644,70,0.581008119636448,positive_strong,137,positive
Reduced Tillage,Labour Cost,13,3,0.727272727272727,positive_strong,0,positive
Reduced Tillage,Benefit Cost Ratio,508,49,0.463163300922463,positive_strong,54,positive
Reduced Tillage,Labour Cost per Asset,1,1,1,positive_strong,0,positive
Reduced Tillage,Marginal Rate of Return,1,1,1.001,positive_strong,0,positive
Reduced Tillage,Net Present Value,7,1,1.71442857142857,positive_strong,5,positive
Reduced Tillage,Internal Rate of Return,7,1,1.85714285714286,positive_strong,6,positive
Reduced Tillage,Payback Period,7,1,2,positive_strong,7,positive
Reduced Tillage,Fixed Cost,4,1,0,positive_strong,0,positive
Reduced Erosion,Cost,30,7,0.574175824175824,positive_strong,8,positive
Reduced Erosion,Gross Revenue,25,7,0.979591836734694,positive_strong,3,positive
Reduced Erosion,Profit,58,11,0.760383597883598,positive_strong,9,positive
Reduced Erosion,Labour Cost,8,2,1.33333333333333,positive_strong,4,positive
Reduced Erosion,Benefit Cost Ratio,41,7,0.357142857142857,positive_strong,4,positive
Biochar,Gross Revenue,106,9,0.625446428571429,positive_strong,29,positive
Biochar,Profit,130,10,0.510483870967742,positive_strong,27,positive
Biochar,Cost,130,10,0.825806451612903,positive_strong,44,positive
Biochar,Benefit Cost Ratio,189,11,-0.503676470588235,positive_strong,45,positive
Agroforestry,Gross Revenue,45,9,0.189784946236559,positive_strong,11,positive
Agroforestry,Cost,54,10,0.019047619047619,positive_strong,18,positive
Agroforestry,Profit,54,11,0.0570131578947368,positive_strong,13,positive
Agroforestry,Benefit Cost Ratio,89,8,0.360344827586207,positive_strong,9,positive
Agroforestry,Net Present Value,53,3,-0.286981481481482,positive_strong,28,positive
Agroforestry,Present Value of Benefit,2,1,2,positive_strong,2,positive
Agroforestry,Present Value of Cost,2,1,1,positive_strong,1,positive
Intercropping,Profit,254,25,0.829564997665733,positive_strong,123,positive
Intercropping,Gross Revenue,136,20,1.00362165963432,positive_strong,59,positive
Intercropping,Benefit Cost Ratio,171,19,0.36531862745098,positive_strong,54,positive
Intercropping,Cost,138,19,0.605555555555556,positive_strong,20,positive
Intercropping,Returns to Labour,27,1,1.40740740740741,positive_strong,12,positive
Intercropping,Labour Cost per Asset,19,2,1.5,positive_strong,18,positive
Intercropping,Marginal Rate of Return,8,2,-0.857142857142857,positive_strong,4,positive
Intercropping,Net Present Value,6,2,1.3755,positive_strong,3,positive
Intercropping,Internal Rate of Return,5,1,1.8,positive_strong,4,positive
Intercropping,Payback Period,5,1,2,positive_strong,5,positive
Residue/Mulch,Profit,572,64,0.528328052033153,positive_strong,146,positive
Residue/Mulch,Gross Revenue,281,41,0.41363242739142,positive_strong,27,positive
Residue/Mulch,Cost,342,52,0.0616482558139535,positive_strong,6,positive
Residue/Mulch,Benefit Cost Ratio,382,39,0.219518942606729,positive_strong,32,positive
Residue/Mulch,Labour Cost,6,3,1.33333333333333,positive_strong,3,positive
Residue/Mulch,Present Value of Benefit,2,1,2,positive_strong,2,positive
Residue/Mulch,Present Value of Cost,2,1,0,positive_strong,0,positive
Residue/Mulch,Net Present Value,2,1,2,positive_strong,2,positive
Residue/Mulch,Return on Investment,2,1,2,positive_strong,2,positive
Residue/Mulch,Return to Labour,2,1,-0.5005,positive_strong,0,positive
Reduced Irrigation,Gross Revenue,166,23,0.337156862745098,positive_strong,12,positive
Reduced Irrigation,Profit,245,30,0.533094571783938,positive_strong,64,positive
Reduced Irrigation,Cost,209,26,-0.14429347826087,positive_strong,9,positive
Reduced Irrigation,Benefit Cost Ratio,213,20,0.500112612612613,positive_strong,21,positive
Reduced Irrigation,Labour Cost,1,1,-2,positive_strong,0,positive
Rotation,Gross Revenue,36,14,1.09271523178808,positive_strong,19,positive
Rotation,Profit,115,25,0.723209956709957,positive_strong,52,positive
Rotation,Returns to Labour,54,1,1.68518518518519,positive_strong,40,positive
Rotation,Benefit Cost Ratio,42,13,-0.553378378378378,positive_strong,8,positive
Rotation,Cost,69,18,1.55421686746988,positive_strong,12,positive
Rotation,Net Present Value,5,1,1.6004,positive_strong,3,positive
Rotation,Internal Rate of Return,5,1,2,positive_strong,5,positive
Rotation,Payback Period,5,1,2,positive_strong,5,positive
Controlled Grazing,Gross Revenue,2,1,0.5,positive_strong,0,positive
Controlled Grazing,Cost,2,1,1,positive_strong,1,positive
Controlled Grazing,Profit,2,1,0.5,positive_strong,0,positive
Controlled Grazing,Benefit Cost Ratio,2,1,-0.5,positive_strong,0,positive
Reduced Fert,Gross Revenue,402,37,0.0938771402280719,positive_strong,55,positive
Reduced Fert,Profit,586,45,-0.137967781853232,positive_strong,77,positive
Reduced Fert,Labour Cost,24,4,0.5,positive_strong,2,positive
Reduced Fert,Benefit Cost Ratio,500,42,0.0327058339714683,positive_strong,59,positive
Reduced Fert,Returns to Labour,18,1,-0.666666666666667,positive_strong,0,positive
Reduced Fert,Cost,430,43,-0.0501104188604189,positive_strong,28,positive
Reduced Fert,Net Present Value,6,1,-0.499666666666667,positive_strong,0,positive
Reduced Fert,Marginal Rate of Return,9,2,0.666809523809524,positive_strong,3,positive
Reduced Fert,Return to Labour,4,1,0.5,positive_strong,1,positive
Controlled Release Fert,Gross Revenue,12,2,-0.416666666666667,positive_strong,0,positive
Controlled Release Fert,Profit,12,2,-0.333333333333333,positive_strong,0,positive
Controlled Release Fert,Labour Cost,6,1,0,positive_strong,0,positive
Controlled Release Fert,Benefit Cost Ratio,14,2,-0.375,positive_strong,0,positive
Controlled Release Fert,Cost,8,2,-0.25,positive_strong,0,positive
IPM,Profit,25,6,0.0280119047619048,positive_strong,6,positive
IPM,Gross Revenue,16,5,0.347222222222222,positive_strong,1,positive
IPM,Cost,15,4,0.666666666666667,positive_strong,1,positive
IPM,Labour Cost,3,1,0.666666666666667,positive_strong,0,positive
IPM,Benefit Cost Ratio,17,3,-0.875,positive_strong,0,positive
Cover Crops,Returns to Labour,27,1,1.40740740740741,positive_strong,12,positive
Cover Crops,Gross Revenue,49,12,0.734386363636364,positive_strong,17,positive
Cover Crops,Profit,62,15,0.215720779220779,positive_strong,21,positive
Cover Crops,Cost,59,14,0.633997252747253,positive_strong,13,positive
Cover Crops,Labour Cost,6,2,-0.147058823529412,positive_strong,0,positive
Cover Crops,Benefit Cost Ratio,38,11,-0.730263157894737,positive_strong,1,positive
Cover Crops,Return on Investment,2,1,1,positive_strong,0,positive
Cover Crops,Internal Rate of Return,5,1,1.001,positive_strong,0,positive
Cover Crops,Net Present Value,5,1,1.001,positive_strong,0,positive
Organic Fert,Gross Revenue,176,22,0.84955044955045,positive_strong,82,positive
Organic Fert,Profit,243,27,0.64541718377995,positive_strong,102,positive
Organic Fert,Cost,176,24,0.53047052154195,positive_strong,44,positive
Organic Fert,Labour Cost,10,2,0.589285714285714,positive_strong,4,positive
Organic Fert,Benefit Cost Ratio,244,23,0.143471887239744,positive_strong,86,positive
Organic Fert,Net Present Value,1,1,2,positive_strong,1,positive
Organic Fert,Internal Rate of Return,1,1,2,positive_strong,1,positive
Organic Fert,Payback Period,1,1,2,positive_strong,1,positive
Organic Fert,Return to Labour,2,1,-1.0005,positive_strong,0,positive
Organic Fert,Marginal Rate of Return,11,1,0.546,positive_strong,1,positive
All Nbs,Cost,1596,157,0.459177517091078,positive_strong,169,positive
All Nbs,Profit,2183,180,0.483164360669152,positive_strong,531,positive
All Nbs,Gross Revenue,1433,137,0.534186270133766,positive_strong,266,positive
All Nbs,Labour Cost,59,11,0.053030303030303,positive_strong,11,positive
All Nbs,Benefit Cost Ratio,1846,137,-0.0633593594904312,positive_strong,250,positive
All Nbs,Returns to Labour,99,1,1.18181818181818,positive_strong,52,positive
All Nbs,Labour Cost per Asset,19,2,1.5,positive_strong,18,positive
All Nbs,Marginal Rate of Return,24,4,0.415730769230769,positive_strong,7,positive
All Nbs,Present Value of Benefit,4,2,2,positive_strong,4,positive
All Nbs,Present Value of Cost,4,2,0.2,positive_strong,1,positive
All Nbs,Net Present Value,76,7,0.906520394979697,positive_strong,36,positive
All Nbs,Return on Investment,4,2,1.57142857142857,positive_strong,2,positive
All Nbs,Internal Rate of Return,14,2,1.06442063492063,positive_strong,8,positive
All Nbs,Payback Period,9,1,2,positive_strong,9,positive
All Nbs,Fixed Cost,4,1,0,positive_strong,0,positive
All Nbs,Return to Labour,8,1,-0.12525,positive_strong,1,positive
Improved Livestock Diet,Cost,1,1,2,positive,0,positive
Improved Livestock Diet,Profit,1,1,2,positive,0,positive
Reduced Tillage,Cost,454,62,-0.404553597196454,positive,54,positive
Reduced Tillage,Gross Revenue,394,49,0.117071802543007,positive,80,positive
Reduced Tillage,Profit,644,70,0.581008119636448,positive,168,positive
Reduced Tillage,Labour Cost,13,3,0.727272727272727,positive,5,positive
Reduced Tillage,Benefit Cost Ratio,508,49,0.463163300922463,positive,166,positive
Reduced Tillage,Labour Cost per Asset,1,1,1,positive,1,positive
Reduced Tillage,Marginal Rate of Return,1,1,1.001,positive,0,positive
Reduced Tillage,Net Present Value,7,1,1.71442857142857,positive,1,positive
Reduced Tillage,Internal Rate of Return,7,1,1.85714285714286,positive,1,positive
Reduced Tillage,Payback Period,7,1,2,positive,0,positive
Reduced Tillage,Fixed Cost,4,1,0,positive,0,positive
Reduced Erosion,Cost,30,7,0.574175824175824,positive,7,positive
Reduced Erosion,Gross Revenue,25,7,0.979591836734694,positive,13,positive
Reduced Erosion,Profit,58,11,0.760383597883598,positive,33,positive
Reduced Erosion,Labour Cost,8,2,1.33333333333333,positive,4,positive
Reduced Erosion,Benefit Cost Ratio,41,7,0.357142857142857,positive,25,positive
Biochar,Gross Revenue,106,9,0.625446428571429,positive,29,positive
Biochar,Profit,130,10,0.510483870967742,positive,43,positive
Biochar,Cost,130,10,0.825806451612903,positive,33,positive
Biochar,Benefit Cost Ratio,189,11,-0.503676470588235,positive,20,positive
Agroforestry,Gross Revenue,45,9,0.189784946236559,positive,9,positive
Agroforestry,Cost,54,10,0.019047619047619,positive,11,positive
Agroforestry,Profit,54,11,0.0570131578947368,positive,16,positive
Agroforestry,Benefit Cost Ratio,89,8,0.360344827586207,positive,27,positive
Agroforestry,Net Present Value,53,3,-0.286981481481482,positive,21,positive
Agroforestry,Present Value of Benefit,2,1,2,positive,0,positive
Agroforestry,Present Value of Cost,2,1,1,positive,0,positive
Intercropping,Profit,254,25,0.829564997665733,positive,43,positive
Intercropping,Gross Revenue,136,20,1.00362165963432,positive,29,positive
Intercropping,Benefit Cost Ratio,171,19,0.36531862745098,positive,40,positive
Intercropping,Cost,138,19,0.605555555555556,positive,64,positive
Intercropping,Returns to Labour,27,1,1.40740740740741,positive,14,positive
Intercropping,Labour Cost per Asset,19,2,1.5,positive,1,positive
Intercropping,Marginal Rate of Return,8,2,-0.857142857142857,positive,0,positive
Intercropping,Net Present Value,6,2,1.3755,positive,1,positive
Intercropping,Internal Rate of Return,5,1,1.8,positive,1,positive
Intercropping,Payback Period,5,1,2,positive,0,positive
Residue/Mulch,Profit,572,64,0.528328052033153,positive,161,positive
Residue/Mulch,Gross Revenue,281,41,0.41363242739142,positive,92,positive
Residue/Mulch,Cost,342,52,0.0616482558139535,positive,70,positive
Residue/Mulch,Benefit Cost Ratio,382,39,0.219518942606729,positive,101,positive
Residue/Mulch,Labour Cost,6,3,1.33333333333333,positive,3,positive
Residue/Mulch,Present Value of Benefit,2,1,2,positive,0,positive
Residue/Mulch,Present Value of Cost,2,1,0,positive,0,positive
Residue/Mulch,Net Present Value,2,1,2,positive,0,positive
Residue/Mulch,Return on Investment,2,1,2,positive,0,positive
Residue/Mulch,Return to Labour,2,1,-0.5005,positive,0,positive
Reduced Irrigation,Gross Revenue,166,23,0.337156862745098,positive,46,positive
Reduced Irrigation,Profit,245,30,0.533094571783938,positive,68,positive
Reduced Irrigation,Cost,209,26,-0.14429347826087,positive,6,positive
Reduced Irrigation,Benefit Cost Ratio,213,20,0.500112612612613,positive,96,positive
Reduced Irrigation,Labour Cost,1,1,-2,positive,0,positive
Rotation,Gross Revenue,36,14,1.09271523178808,positive,11,positive
Rotation,Profit,115,25,0.723209956709957,positive,32,positive
Rotation,Returns to Labour,54,1,1.68518518518519,positive,12,positive
Rotation,Benefit Cost Ratio,42,13,-0.553378378378378,positive,19,positive
Rotation,Cost,69,18,1.55421686746988,positive,30,positive
Rotation,Net Present Value,5,1,1.6004,positive,0,positive
Rotation,Internal Rate of Return,5,1,2,positive,0,positive
Rotation,Payback Period,5,1,2,positive,0,positive
Controlled Grazing,Gross Revenue,2,1,0.5,positive,1,positive
Controlled Grazing,Cost,2,1,1,positive,0,positive
Controlled Grazing,Profit,2,1,0.5,positive,1,positive
Controlled Grazing,Benefit Cost Ratio,2,1,-0.5,positive,0,positive
Reduced Fert,Gross Revenue,402,37,0.0938771402280719,positive,66,positive
Reduced Fert,Profit,586,45,-0.137967781853232,positive,91,positive
Reduced Fert,Labour Cost,24,4,0.5,positive,12,positive
Reduced Fert,Benefit Cost Ratio,500,42,0.0327058339714683,positive,103,positive
Reduced Fert,Returns to Labour,18,1,-0.666666666666667,positive,4,positive
Reduced Fert,Cost,430,43,-0.0501104188604189,positive,60,positive
Reduced Fert,Net Present Value,6,1,-0.499666666666667,positive,0,positive
Reduced Fert,Marginal Rate of Return,9,2,0.666809523809524,positive,1,positive
Reduced Fert,Return to Labour,4,1,0.5,positive,1,positive
Controlled Release Fert,Gross Revenue,12,2,-0.416666666666667,positive,0,positive
Controlled Release Fert,Profit,12,2,-0.333333333333333,positive,0,positive
Controlled Release Fert,Labour Cost,6,1,0,positive,0,positive
Controlled Release Fert,Benefit Cost Ratio,14,2,-0.375,positive,0,positive
Controlled Release Fert,Cost,8,2,-0.25,positive,0,positive
IPM,Profit,25,6,0.0280119047619048,positive,4,positive
IPM,Gross Revenue,16,5,0.347222222222222,positive,2,positive
IPM,Cost,15,4,0.666666666666667,positive,3,positive
IPM,Labour Cost,3,1,0.666666666666667,positive,2,positive
IPM,Benefit Cost Ratio,17,3,-0.875,positive,6,positive
Cover Crops,Returns to Labour,27,1,1.40740740740741,positive,14,positive
Cover Crops,Gross Revenue,49,12,0.734386363636364,positive,8,positive
Cover Crops,Profit,62,15,0.215720779220779,positive,14,positive
Cover Crops,Cost,59,14,0.633997252747253,positive,8,positive
Cover Crops,Labour Cost,6,2,-0.147058823529412,positive,2,positive
Cover Crops,Benefit Cost Ratio,38,11,-0.730263157894737,positive,11,positive
Cover Crops,Return on Investment,2,1,1,positive,2,positive
Cover Crops,Internal Rate of Return,5,1,1.001,positive,0,positive
Cover Crops,Net Present Value,5,1,1.001,positive,0,positive
Organic Fert,Gross Revenue,176,22,0.84955044955045,positive,50,positive
Organic Fert,Profit,243,27,0.64541718377995,positive,60,positive
Organic Fert,Cost,176,24,0.53047052154195,positive,63,positive
Organic Fert,Labour Cost,10,2,0.589285714285714,positive,3,positive
Organic Fert,Benefit Cost Ratio,244,23,0.143471887239744,positive,68,positive
Organic Fert,Net Present Value,1,1,2,positive,0,positive
Organic Fert,Internal Rate of Return,1,1,2,positive,0,positive
Organic Fert,Payback Period,1,1,2,positive,0,positive
Organic Fert,Return to Labour,2,1,-1.0005,positive,0,positive
Organic Fert,Marginal Rate of Return,11,1,0.546,positive,0,positive
All Nbs,Cost,1596,157,0.459177517091078,positive,320,positive
All Nbs,Profit,2183,180,0.483164360669152,positive,515,positive
All Nbs,Gross Revenue,1433,137,0.534186270133766,positive,332,positive
All Nbs,Labour Cost,59,11,0.053030303030303,positive,26,positive
All Nbs,Benefit Cost Ratio,1846,137,-0.0633593594904312,positive,483,positive
All Nbs,Returns to Labour,99,1,1.18181818181818,positive,30,positive
All Nbs,Labour Cost per Asset,19,2,1.5,positive,1,positive
All Nbs,Marginal Rate of Return,24,4,0.415730769230769,positive,1,positive
All Nbs,Present Value of Benefit,4,2,2,positive,0,positive
All Nbs,Present Value of Cost,4,2,0.2,positive,0,positive
All Nbs,Net Present Value,76,7,0.906520394979697,positive,22,positive
All Nbs,Return on Investment,4,2,1.57142857142857,positive,2,positive
All Nbs,Internal Rate of Return,14,2,1.06442063492063,positive,1,positive
All Nbs,Payback Period,9,1,2,positive,0,positive
All Nbs,Fixed Cost,4,1,0,positive,0,positive
All Nbs,Return to Labour,8,1,-0.12525,positive,1,positive
Improved Livestock Diet,Cost,1,1,2,neutral,0,neutral
Improved Livestock Diet,Profit,1,1,2,neutral,0,neutral
Reduced Tillage,Cost,454,62,-0.404553597196454,neutral,229,neutral
Reduced Tillage,Gross Revenue,394,49,0.117071802543007,neutral,189,neutral
Reduced Tillage,Profit,644,70,0.581008119636448,neutral,136,neutral
Reduced Tillage,Labour Cost,13,3,0.727272727272727,neutral,8,neutral
Reduced Tillage,Benefit Cost Ratio,508,49,0.463163300922463,neutral,178,neutral
Reduced Tillage,Labour Cost per Asset,1,1,1,neutral,0,neutral
Reduced Tillage,Marginal Rate of Return,1,1,1.001,neutral,0,neutral
Reduced Tillage,Net Present Value,7,1,1.71442857142857,neutral,0,neutral
Reduced Tillage,Internal Rate of Return,7,1,1.85714285714286,neutral,0,neutral
Reduced Tillage,Payback Period,7,1,2,neutral,0,neutral
Reduced Tillage,Fixed Cost,4,1,0,neutral,4,neutral
Reduced Erosion,Cost,30,7,0.574175824175824,neutral,8,neutral
Reduced Erosion,Gross Revenue,25,7,0.979591836734694,neutral,9,neutral
Reduced Erosion,Profit,58,11,0.760383597883598,neutral,6,neutral
Reduced Erosion,Labour Cost,8,2,1.33333333333333,neutral,0,neutral
Reduced Erosion,Benefit Cost Ratio,41,7,0.357142857142857,neutral,4,neutral
Biochar,Gross Revenue,106,9,0.625446428571429,neutral,45,neutral
Biochar,Profit,130,10,0.510483870967742,neutral,48,neutral
Biochar,Cost,130,10,0.825806451612903,neutral,37,neutral
Biochar,Benefit Cost Ratio,189,11,-0.503676470588235,neutral,60,neutral
Agroforestry,Gross Revenue,45,9,0.189784946236559,neutral,11,neutral
Agroforestry,Cost,54,10,0.019047619047619,neutral,11,neutral
Agroforestry,Profit,54,11,0.0570131578947368,neutral,5,neutral
Agroforestry,Benefit Cost Ratio,89,8,0.360344827586207,neutral,37,neutral
Agroforestry,Net Present Value,53,3,-0.286981481481482,neutral,0,neutral
Agroforestry,Present Value of Benefit,2,1,2,neutral,0,neutral
Agroforestry,Present Value of Cost,2,1,1,neutral,1,neutral
Intercropping,Profit,254,25,0.829564997665733,neutral,29,neutral
Intercropping,Gross Revenue,136,20,1.00362165963432,neutral,39,neutral
Intercropping,Benefit Cost Ratio,171,19,0.36531862745098,neutral,42,neutral
Intercropping,Cost,138,19,0.605555555555556,neutral,45,neutral
Intercropping,Returns to Labour,27,1,1.40740740740741,neutral,1,neutral
